Year,Month,10000710
1979,08,23.79
1979,09,3.22
1979,10,0.28
1979,11,0
1979,12,4.99
1980,01,24.66
1980,02,51.73
1980,03,14.58
1980,04,6.53
1980,05,6.57
1980,06,0.01
1980,07,2.77
1980,08,36.61
1980,09,0.77
1980,10,0.05
1980,11,0
1980,12,1.08
1981,01,2.36
1981,02,4
1981,03,22.22
1981,04,0
1981,05,1.54
1981,06,0.05
1981,07,1.01
1981,08,6.97
1981,09,1.8
1981,10,1.21
1981,11,4.59
1981,12,0
1982,01,3.67
1982,02,2.55
1982,03,18.5
1982,04,0
1982,05,5.49
1982,06,0
1982,07,4.92
1982,08,33.64
1982,09,10.87
1982,10,0
1982,11,10.9
1982,12,33.24
1983,01,8.41
1983,02,10.6
1983,03,34.78
1983,04,0.16
1983,05,0
1983,06,0
1983,07,0.38
1983,08,51.08
1983,09,30.83
1983,10,4.9
1983,11,1.72
1983,12,13.91
1984,01,1.8
1984,02,0
1984,03,0
1984,04,0.27
1984,05,0.9
1984,06,0.01
1984,07,27.8
1984,08,38.01
1984,09,0.46
1984,10,0
1984,11,10.66
1984,12,89.08
1985,01,8.4
1985,02,2.25
1985,03,2.45
1985,04,0.58
1985,05,0
1985,06,0.01
1985,07,2.21
1985,08,0.64
1985,09,36.89
1985,10,20.98
1985,11,44.97
1985,12,2.91
1986,01,5.18
1986,02,14.18
1986,03,4.93
1986,04,0.32
1986,05,0
1986,06,0
1986,07,19.39
1986,08,5.06
1986,09,26.89
1986,10,18.86
1986,11,7.76
1986,12,9.79
1987,01,2.86
1987,02,3.78
1987,03,0.1
1987,04,0.85
1987,05,0.04
1987,06,1.1
1987,07,10.62
1987,08,1.92
1987,09,2.39
1987,10,15.98
1987,11,23.68
1987,12,19.21
1988,01,18.35
1988,02,16.64
1988,03,0.09
1988,04,20.87
1988,05,0
1988,06,0.03
1988,07,1.45
1988,08,51.82
1988,09,0.05
1988,10,2.35
1988,11,0.07
1988,12,0.04
1989,01,26.68
1989,02,0
1989,03,1.99
1989,04,0
1989,05,0.66
1989,06,0
1989,07,4.15
1989,08,3.03
1989,09,0.01
1989,10,1.22
1989,11,0
1989,12,0.02
1990,01,10.67
1990,02,0.84
1990,03,3.11
1990,04,0.56
1990,05,0.29
1990,06,1.78
1990,07,8.34
1990,08,20.88
1990,09,11.58
1990,10,0.57
1990,11,0.04
1990,12,0.02
1991,01,8.51
1991,02,18.66
1991,03,26.81
1991,04,0
1991,05,0
1991,06,0
1991,07,1.65
1991,08,16.08
1991,09,11.04
1991,10,11.21
1991,11,1.14
1991,12,4.04
1992,01,20.85
1992,02,27.2
1992,03,52.32
1992,04,2.15
1992,05,3.44
1992,06,0
1992,07,0.22
1992,08,40.16
1992,09,0.32
1992,10,13.48
1992,11,0
1992,12,58.24
1993,01,63.88
1993,02,44.82
1993,03,3.25
1993,04,0
1993,05,0.08
1993,06,0
1993,07,0
1993,08,1.27
1993,09,0
1993,10,0.93
1993,11,15.94
1993,12,1.06
1994,01,0.21
1994,02,10.67
1994,03,19.79
1994,04,0.25
1994,05,3.5
1994,06,0
1994,07,7.41
1994,08,9.68
1994,09,0.47
1994,10,0.48
1994,11,1.53
1994,12,37.68
1995,01,42.22
1995,02,11.38
1995,03,10.16
1995,04,5.29
1995,05,0
1995,06,0
1995,07,1.84
1995,08,5.65
1995,09,0.77
1995,10,0
1995,11,0
1995,12,0.04
1996,01,1.91
1996,02,9.59
1996,03,3.35
1996,04,0
1996,05,2.73
1996,06,0
1996,07,0.02
1996,08,4.99
1996,09,29.7
1996,10,0.02
1996,11,0.53
1996,12,0.24
1997,01,16.08
1997,02,0.61
1997,03,0
1997,04,2.32
1997,05,0.13
1997,06,0.23
1997,07,13.42
1997,08,1.66
1997,09,51.14
1997,10,0.42
1997,11,0.84
1997,12,35.8
1998,01,4.43
1998,02,55.87
1998,03,21.05
1998,04,0.33
1998,05,0.63
1998,06,0
1998,07,2.86
1998,08,5.66
1998,09,32.13
1998,10,1.14
1998,11,5.61
1998,12,5.15
1999,01,0.41
1999,02,11.8
1999,03,0
1999,04,24.48
1999,05,0.37
1999,06,0.99
1999,07,20.1
1999,08,7.33
1999,09,15.19
1999,10,0
1999,11,0
1999,12,0
2000,01,0
2000,02,2.98
2000,03,5.39
2000,04,0
2000,05,0
2000,06,2.26
2000,07,0
2000,08,8.13
2000,09,0
2000,10,8.13
2000,11,0.35
2000,12,0
2001,01,25.99
2001,02,17.52
2001,03,33.96
2001,04,0.65
2001,05,0
2001,06,0.04
2001,07,25.04
2001,08,5.37
2001,09,0.06
2001,10,0.06
2001,11,2.98
2001,12,2.66
2002,01,0.08
2002,02,0
2002,03,1.62
2002,04,0.03
2002,05,0
2002,06,0
2002,07,0
2002,08,0
2002,09,11.71
2002,10,0.78
2002,11,2.44
2002,12,1.03
2003,01,2.33
2003,02,26.98
2003,03,9.47
2003,04,1.38
2003,05,0
2003,06,0
2003,07,4.1
2003,08,3.96
2003,09,2.35
2003,10,0
2003,11,10.31
2003,12,2.79
2004,01,1.66
2004,02,16.98
2004,03,12.7
2004,04,6.69
2004,05,0
2004,06,0
2004,07,0
2004,08,9.91
2004,09,15.73
2004,10,34.46
2004,11,15.59
2004,12,17.69
2005,01,40.26
2005,02,72.74
2005,03,1.72
2005,04,1.13
2005,05,0
2005,06,0
2005,07,0.02
2005,08,25.96
2005,09,1.98
2005,10,9.9
2005,11,0.02
2005,12,0
2006,01,0
2006,02,0.27
2006,03,3.4
2006,04,0
2006,05,0.05
2006,06,4.59
2006,07,4.44
2006,08,21.78
2006,09,23.18
2006,10,6.47
2006,11,0
2006,12,0.51
2007,01,3.97
2007,02,1.8
2007,03,16.49
2007,04,0.77
2007,05,0
2007,06,0
2007,07,3.61
2007,08,0.36
2007,09,3.92
2007,10,0.93
2007,11,24.87
2007,12,26.06
2008,01,20.62
2008,02,2.25
2008,03,0
2008,04,0
2008,05,13.99
2008,06,0
2008,07,8.09
2008,08,4.22
2008,09,5.75
2008,10,0
2008,11,11.38
2008,12,18.94
2009,01,1.64
2009,02,15.72
2009,03,0
2009,04,0.23
2009,05,0.84
2009,06,0.04
2009,07,1.24
2009,08,3.21
2009,09,2.86
2009,10,0.01
2009,11,0
2009,12,17.71
2010,01,56.7
2010,02,21.95
2010,03,16.92
2010,04,0.19
2010,05,0
2010,06,0.03
2010,07,0.06
2010,08,6.88
2010,09,0.23
2010,10,7.24
2010,11,0
2010,12,21.26
2011,01,0
2011,02,25.51
2011,03,4.71
2011,04,0
2011,05,0
2011,06,0
2011,07,29.52
2011,08,3.25
2011,09,16.97
2011,10,2.49
2011,11,12.04
2011,12,21.7
2012,01,0.57
2012,02,1.17
2012,03,5.94
2012,04,2.83
2012,05,0
2012,06,0
2012,07,31.54
2012,08,27.23
2012,09,21.02
2012,10,4.5
2012,11,0
2012,12,19.13
2013,01,18.88
2013,02,0.7
2013,03,1.83
2013,04,0
2013,05,0
2013,06,0
2013,07,32.94
2013,08,30.92
2013,09,17.33
2013,10,0.43
2013,11,40.7
2013,12,8.34
2014,01,0
2014,02,0
2014,03,4.2
2014,04,0.08
2014,05,0.02
2014,06,0
2014,07,23.49
2014,08,37.68
2014,09,22.66
2014,10,0
2014,11,0
2014,12,15.02
2015,01,23.09
2015,02,1.87
2015,03,22.78
2015,04,0.55
2015,05,11.37
2015,06,1.43
2015,07,7.07
2015,08,0.01
2015,09,6.58
