Year,Month,10000042
1949,01,6.31
1949,02,10.91
1949,03,15.99
1949,04,22.84
1949,05,24.92
1949,06,31.56
1949,07,34.45
1949,08,32.88
1949,09,32.25
1949,10,22.47
1949,11,18.92
1949,12,10.48
1950,01,9.51
1950,02,15.58
1950,03,18.77
1950,04,23.66
1950,05,25.95
1950,06,30.32
1950,07,33.8
1950,08,33.97
1950,09,29.37
1950,10,26.08
1950,11,17.98
1950,12,14.4
1951,01,11.76
1951,02,13.42
1951,03,16.98
1951,04,21.14
1951,05,26.2
1951,06,29.79
1951,07,34.52
1951,08,32.42
1951,09,30.34
1951,10,23.09
1951,11,15.01
1951,12,10.48
1952,01,10.04
1952,02,13.51
1952,03,14.68
1952,04,21.32
1952,05,28.08
1952,06,29.02
1952,07,33.53
1952,08,34.8
1952,09,31.07
1952,10,26.24
1952,11,14.79
1952,12,10.8
1953,01,14.74
1953,02,13.7
1953,03,17.48
1953,04,20.49
1953,05,22.33
1953,06,29.94
1953,07,35.35
1953,08,33.43
1953,09,30.57
1953,10,23.41
1953,11,17.51
1953,12,11.25
1954,01,11.38
1954,02,17.74
1954,03,15.9
1954,04,23.93
1954,05,27.07
1954,06,30.14
1954,07,34.85
1954,08,32.46
1954,09,30.64
1954,10,24.71
1954,11,18.36
1954,12,11.67
1955,01,10.09
1955,02,11.8
1955,03,16.97
1955,04,19.55
1955,05,24.68
1955,06,30.18
1955,07,32.62
1955,08,33
1955,09,30.26
1955,10,25.36
1955,11,16.14
1955,12,12.75
1956,01,13.48
1956,02,11.19
1956,03,17.7
1956,04,21.23
1956,05,25.92
1956,06,31.57
1956,07,33.48
1956,08,32.38
1956,09,32
1956,10,22.12
1956,11,15.26
1956,12,12.67
1957,01,11.33
1957,02,16.95
1957,03,18.37
1957,04,21.37
1957,05,24.07
1957,06,32.64
1957,07,34.98
1957,08,33.22
1957,09,29.91
1957,10,21.58
1957,11,14.19
1957,12,12.58
1958,01,12.71
1958,02,15.5
1958,03,14.92
1958,04,21.39
1958,05,28.7
1958,06,31.53
1958,07,33.86
1958,08,34.74
1958,09,31.14
1958,10,25.74
1958,11,16.34
1958,12,14.03
1959,01,13.39
1959,02,13.09
1959,03,19.09
1959,04,24.11
1959,05,25.43
1959,06,32.93
1959,07,35.84
1959,08,33.18
1959,09,29.28
1959,10,24.14
1959,11,17.07
1959,12,12.34
1960,01,9.76
1960,02,12.57
1960,03,19.37
1960,04,22.8
1960,05,26.05
1960,06,33.48
1960,07,35.13
1960,08,34.04
1960,09,31.17
1960,10,23.15
1960,11,15.72
1960,12,10.86
1961,01,13.33
1961,02,15.26
1961,03,17.71
1961,04,22.5
1961,05,25.56
1961,06,33.13
1961,07,34.75
1961,08,33.31
1961,09,27.82
1961,10,22.8
1961,11,14.68
1961,12,10.87
1962,01,12.32
1962,02,14.4
1962,03,14.76
1962,04,24.92
1962,05,24.53
1962,06,30.74
1962,07,34.12
1962,08,34.89
1962,09,31.23
1962,10,23.95
1962,11,18.13
1962,12,13.02
1963,01,10.26
1963,02,17.69
1963,03,16.82
1963,04,19.4
1963,05,26.86
1963,06,28.81
1963,07,34.32
1963,08,33.47
1963,09,30.62
1963,10,24.68
1963,11,16.71
1963,12,11.52
1964,01,10.19
1964,02,12.35
1964,03,15.87
1964,04,20.38
1964,05,24.94
1964,06,30.07
1964,07,34.65
1964,08,33.7
1964,09,29.48
1964,10,26.43
1964,11,14.28
1964,12,12.06
1965,01,13.01
1965,02,14.29
1965,03,16.01
1965,04,20.63
1965,05,25.02
1965,06,27.92
1965,07,33.43
1965,08,33.57
1965,09,27.7
1965,10,25.28
1965,11,17.48
1965,12,11.7
1966,01,10.32
1966,02,11.8
1966,03,17.95
1966,04,23.28
1966,05,28.11
1966,06,31.33
1966,07,34.16
1966,08,34.79
1966,09,30.28
1966,10,23.09
1966,11,17.07
1966,12,12.24
1967,01,11.84
1967,02,14.92
1967,03,17.75
1967,04,16.91
1967,05,25.42
1967,06,28.76
1967,07,35.16
1967,08,34.68
1967,09,29.77
1967,10,24.77
1967,11,18.5
1967,12,10.11
1968,01,12.04
1968,02,17.3
1968,03,18.4
1968,04,20.35
1968,05,25.86
1968,06,30.78
1968,07,33.35
1968,08,31.4
1968,09,29.79
1968,10,23.36
1968,11,16.78
1968,12,9.2
1969,01,13.72
1969,02,13.08
1969,03,16.49
1969,04,21.61
1969,05,27.41
1969,06,29.28
1969,07,34.03
1969,08,35.88
1969,09,30.89
1969,10,21.33
1969,11,16.4
1969,12,11.96
1970,01,10.69
1970,02,15.24
1970,03,16.63
1970,04,18.65
1970,05,26.35
1970,06,31.09
1970,07,34.51
1970,08,34.48
1970,09,28.8
1970,10,21.73
1970,11,16.22
1970,12,10.5
1971,01,11.55
1971,02,14.75
1971,03,17.53
1971,04,20.42
1971,05,22.94
1971,06,30.44
1971,07,35.23
1971,08,32.93
1971,09,29.37
1971,10,19.98
1971,11,14.52
1971,12,9.59
1972,01,9.97
1972,02,14.65
1972,03,21.01
1972,04,21.75
1972,05,26.12
1972,06,30.94
1972,07,35.33
1972,08,32.83
1972,09,29.24
1972,10,21.2
1972,11,13.93
1972,12,10.06
1973,01,10.34
1973,02,13.72
1973,03,15
1973,04,20.63
1973,05,27.62
1973,06,32.46
1973,07,34.95
1973,08,33.48
1973,09,28.9
1973,10,23.49
1973,11,15.39
1973,12,12.63
1974,01,11.07
1974,02,13.78
1974,03,18.19
1974,04,21.19
1974,05,26.66
1974,06,33.14
1974,07,33.56
1974,08,33.1
1974,09,31.36
1974,10,23.82
1974,11,16.36
1974,12,10.42
1975,01,11.72
1975,02,12.7
1975,03,15.62
1975,04,17.17
1975,05,25.28
1975,06,30.49
1975,07,34.42
1975,08,33.27
1975,09,30.81
1975,10,22.32
1975,11,15.83
1975,12,12.83
1976,01,13.03
1976,02,15.32
1976,03,16.43
1976,04,19.59
1976,05,26.93
1976,06,30.9
1976,07,33.5
1976,08,31.6
1976,09,27.7
1976,10,22.67
1976,11,17.08
1976,12,11.62
1977,01,11.88
1977,02,15.66
1977,03,15.16
1977,04,22.43
1977,05,22.55
1977,06,32.33
1977,07,34.89
1977,08,33.88
1977,09,29.81
1977,10,24.92
1977,11,17.8
1977,12,14.17
1978,01,12.55
1978,02,14.84
1978,03,18.81
1978,04,20.64
1978,05,25.96
1978,06,32.49
1978,07,35.06
1978,08,33
1978,09,29.26
1978,10,25.82
1978,11,15.36
1978,12,9.46
1979,01,9.07
1979,02,12.65
1979,03,16.39
1979,04,21.24
1979,05,26.14
1979,06,31.51
1979,07,33.93
1979,08,31.76
1979,09,31.51
1979,10,24.02
1979,11,14.77
1979,12,12.83
1980,01,13.94
1980,02,15.88
1980,03,16.37
1980,04,21.01
1980,05,23.4
1980,06,30.27
1980,07,35.34
1980,08,33.79
1980,09,30.25
1980,10,24.3
1980,11,17.19
1980,12,15.28
1981,01,15.28
1981,02,15.42
1981,03,17.62
1981,04,23.79
1981,05,26.38
1981,06,34.18
1981,07,35.41
1981,08,34.92
1981,09,31.18
1981,10,22.28
1981,11,17.56
1981,12,13.49
1982,01,11.91
1982,02,15.69
1982,03,16.79
1982,04,21.5
1982,05,25.83
1982,06,29.34
1982,07,32.93
1982,08,33.27
1982,09,28.94
1982,10,21.96
1982,11,15.09
1982,12,10.87
1983,01,13.12
1983,02,14.59
1983,03,17.1
1983,04,18.79
1983,05,26.22
1983,06,29.92
1983,07,33.44
1983,08,31.81
1983,09,31.55
1983,10,23.83
1983,11,16.96
1983,12,13.17
1984,01,13.62
1984,02,14.48
1984,03,18.97
1984,04,21.22
1984,05,29.31
1984,06,30.69
1984,07,33.55
1984,08,33.2
1984,09,31.26
1984,10,21.49
1984,11,15.25
1984,12,10.87
1985,01,11.93
1985,02,12.93
1985,03,16.56
1985,04,23.6
1985,05,26.94
1985,06,32.48
1985,07,35.13
1985,08,33.79
1985,09,26.56
1985,10,23.06
1985,11,14.98
1985,12,12.43
1986,01,15.1
1986,02,15.91
1986,03,19.96
1986,04,21.97
1986,05,26.74
1986,06,32.96
1986,07,32.96
1986,08,34.99
1986,09,26.74
1986,10,22.1
1986,11,17.41
1986,12,12.06
1987,01,11.45
1987,02,15.2
1987,03,16.77
1987,04,24.25
1987,05,26.61
1987,06,32.55
1987,07,32.74
1987,08,33.9
1987,09,29.94
1987,10,25.08
1987,11,15.84
1987,12,9.97
1988,01,11.57
1988,02,15.06
1988,03,18.56
1988,04,21.38
1988,05,26.41
1988,06,31.13
1988,07,35.1
1988,08,33.03
1988,09,29.4
1988,10,26.54
1988,11,16.99
1988,12,11.78
1989,01,11.11
1989,02,14.08
1989,03,20.28
1989,04,25.77
1989,05,27.16
1989,06,31.87
1989,07,35.23
1989,08,32.9
1989,09,30
1989,10,23.27
1989,11,17.72
1989,12,12.51
1990,01,11.71
1990,02,13.06
1990,03,18.99
1990,04,23.06
1990,05,25.95
1990,06,31.99
1990,07,34.23
1990,08,32.63
1990,09,30.19
1990,10,24.21
1990,11,17.37
1990,12,9.45
1991,01,11.1
1991,02,16.82
1991,03,14.54
1991,04,20.43
1991,05,24.6
1991,06,29.12
1991,07,32.99
1991,08,33.07
1991,09,30.55
1991,10,25.68
1991,11,16.81
1991,12,12.18
1992,01,12.38
1992,02,16.12
1992,03,17.63
1992,04,23.51
1992,05,27.63
1992,06,30.62
1992,07,33.15
1992,08,34.22
1992,09,30.9
1992,10,24.46
1992,11,15.39
1992,12,9.71
1993,01,11.91
1993,02,14.09
1993,03,19.29
1993,04,21.91
1993,05,27.31
1993,06,30.41
1993,07,32.26
1993,08,33.08
1993,09,29.7
1993,10,23.76
1993,11,14.26
1993,12,10.85
1994,01,12.93
1994,02,13
1994,03,19.64
1994,04,23.2
1994,05,25.93
1994,06,33.53
1994,07,34.38
1994,08,35.25
1994,09,31.26
1994,10,22.52
1994,11,13.08
1994,12,11.58
1995,01,12.66
1995,02,17.41
1995,03,18.02
1995,04,20.85
1995,05,24.64
1995,06,30.08
1995,07,34.64
1995,08,36.21
1995,09,32.22
1995,10,24.44
1995,11,19.71
1995,12,13.35
1996,01,13.54
1996,02,16.96
1996,03,19.22
1996,04,23.87
1996,05,28.16
1996,06,32.03
1996,07,36.07
1996,08,35.17
1996,09,29.81
1996,10,23.7
1996,11,17.62
1996,12,12.74
1997,01,13.25
1997,02,14.62
1997,03,20.21
1997,04,21.87
1997,05,29.98
1997,06,30.26
1997,07,33.18
1997,08,35.05
1997,09,31.77
1997,10,23
1997,11,16.92
1997,12,10.7
1998,01,12.87
1998,02,12.83
1998,03,16.88
1998,04,19.45
1998,05,23.74
1998,06,28.6
1998,07,35.27
1998,08,35.51
1998,09,30.15
1998,10,22.48
1998,11,15.97
1998,12,11.83
1999,01,13.59
1999,02,14.95
1999,03,17.74
1999,04,19.07
1999,05,25.91
1999,06,30.23
1999,07,33.25
1999,08,33.74
1999,09,31.12
1999,10,25.1
1999,11,18.26
1999,12,12.57
2000,01,14.24
2000,02,15.46
2000,03,18.12
2000,04,24.3
2000,05,28.89
2000,06,32.72
2000,07,34.36
2000,08,34.43
2000,09,30.57
2000,10,22.71
2000,11,13.28
2000,12,13.03
2001,01,11.27
2001,02,12.91
2001,03,18.71
2001,04,20.9
2001,05,29.58
2001,06,32.5
2001,07,33.32
2001,08,34.2
2001,09,31.79
2001,10,25.22
2001,11,18.3
2001,12,10.65
2002,01,11.9
2002,02,14.88
2002,03,16.86
2002,04,23.23
2002,05,26.17
2002,06,32.31
2002,07,35.33
2002,08,33.76
2002,09,30.98
2002,10,22.76
2002,11,17.75
2002,12,11.65
2003,01,15.92
2003,02,14.45
2003,03,18.42
2003,04,20.39
2003,05,27.14
2003,06,31.22
2003,07,35.64
2003,08,34.6
2003,09,31.98
2003,10,27.33
2003,11,14.81
2003,12,12.02
2004,01,12.67
2004,02,13.01
2004,03,22.31
2004,04,22.81
2004,05,27.61
2004,06,31.21
2004,07,34.59
2004,08,33.63
2004,09,29.84
2004,10,22.32
2004,11,14.64
2004,12,12.46
2005,01,13.21
2005,02,14.09
2005,03,17.8
2005,04,21.15
2005,05,26.96
2005,06,30.33
2005,07,34.89
2005,08,33.52
2005,09,29.28
2005,10,23.52
2005,11,17.62
2005,12,11.9
2006,01,12.62
2006,02,15.17
2006,03,15.09
2006,04,20.64
2006,05,28.18
2006,06,33.76
2006,07,36.31
2006,08,33.46
2006,09,29.14
2006,10,22.49
2006,11,17.78
2006,12,11.37
2007,01,10.57
2007,02,14.89
2007,03,19.38
2007,04,21.93
2007,05,27.07
2007,06,31.42
2007,07,34.89
2007,08,34.83
2007,09,29.57
2007,10,23.2
2007,11,18.44
2007,12,10.42
2008,01,10.73
2008,02,13.89
2008,03,18.15
2008,04,21.87
2008,05,24.66
2008,06,32.58
2008,07,34.51
2008,08,34.06
2008,09,30.85
2008,10,24.02
2008,11,18.82
2008,12,11.42
2009,01,13.79
2009,02,13.77
2009,03,17.67
2009,04,20.68
2009,05,29.4
2009,06,29.17
2009,07,35.61
2009,08,33.6
2009,09,31.48
2009,10,21.83
2009,11,17.17
2009,12,10.89
2010,01,12.59
2010,02,14.41
2010,03,16.28
2010,04,19.27
2010,05,23.8
2010,06,30.75
2010,07,34.97
2010,08,33.48
2010,09,30.52
2010,10,23.08
2010,11,15.85
2010,12,13.39
2011,01,11.96
2011,02,11.94
2011,03,17.74
2011,04,21.83
2011,05,24.01
2011,06,30.5
2011,07,33.81
2011,08,35.51
2011,09,30.98
2011,10,24.24
2011,11,15.38
2011,12,10.11
2012,01,13.2
2012,02,14.35
2012,03,17.07
2012,04,22.2
2012,05,28.02
2012,06,32.24
2012,07,33.46
2012,08,34.35
2012,09,31.25
2012,10,24.14
2012,11,17.87
2012,12,12.33
2013,01,10.64
2013,02,12.82
2013,03,19.8
2013,04,22.46
2013,05,26.87
2013,06,32.85
2013,07,34.99
2013,08,33.08
2013,09,29.66
2013,10,21.34
2013,11,16.71
2013,12,11.87
2014,01,14.31
2014,02,16.32
2014,03,19.24
2014,04,22.37
2014,05,26.47
2014,06,31.84
2014,07,34.8
2014,08,32.25
2014,09,31.2
2014,10,25.15
2014,11,17.4
2014,12,13.07
2015,01,13.01
2015,02,17.57
2015,03,20.67
2015,04,21.83
2015,05,23.58
2015,06,32.66
2015,07,32.7
2015,08,34.68
2015,09,31.51
